0.491102,0.032910,0.032627,0.096116,0.038842,0.002684,0.002048,0.007980,0.004661,0.001695,0.005155,0.003531,0.031638,0.006850,0.011441,0.511468
0.479237,0.034887,0.028884,0.112429,0.033475,0.004096,0.002472,0.009887,0.002613,0.001412,0.007486,0.002119,0.031497,0.004661,0.005932,0.504743
0.454520,0.033475,0.030862,0.102331,0.044633,0.002542,0.001766,0.007556,0.004873,0.002684,0.005720,0.005085,0.034605,0.007486,0.018079,0.514045
0.449011,0.034181,0.028531,0.111653,0.042867,0.003672,0.001836,0.011441,0.002542,0.002119,0.006709,0.003037,0.034887,0.005650,0.013418,0.529104
0.415537,0.040890,0.026201,0.106144,0.047246,0.004096,0.003814,0.011088,0.005297,0.002401,0.005932,0.005862,0.033616,0.009958,0.019492,0.514202
0.454802,0.032839,0.031992,0.101977,0.043150,0.004379,0.002895,0.009322,0.005014,0.002119,0.007062,0.004802,0.034181,0.007698,0.011017,0.502072
0.405650,0.036088,0.033828,0.105367,0.042020,0.006073,0.003390,0.011723,0.007698,0.002966,0.007062,0.005862,0.042797,0.010452,0.015537,0.508604
0.452119,0.037994,0.028460,0.100777,0.037500,0.006356,0.003814,0.012359,0.005014,0.002542,0.007133,0.003107,0.037853,0.007486,0.013842,0.508004
0.457203,0.038277,0.027684,0.104732,0.041667,0.003107,0.002542,0.009322,0.002684,0.001977,0.006356,0.003743,0.034746,0.007698,0.013559,0.506582
0.457062,0.032486,0.030085,0.105297,0.043150,0.003249,0.002966,0.008263,0.003955,0.001695,0.006497,0.003531,0.035452,0.007768,0.014548,0.508915
